id	country	rule	tail	manufacturer	designation	site_country
6949	US	N-number	N580RS	Boeing-Stearman	PT-17	United States
7103	US	N-number	N5635V	Boeing-Stearman	PT-17	United States
7276	US	N-number	N450HS	Boeing-Stearman	PT-17	United States
7439	US	N-number	N27933	Boeing	PT-17	United States
9794	US	USAF/US Army fiscal-year serial	41-7121	Boeing	PT-17	United States
12834	CL	CC- registration	CC-DMG	Boeing-Stearman	PT-17	Chile
13116	US	USAF/US Army fiscal-year serial	41-7888	Boeing-Stearman	PT-17	Venezuela
14774	US	USAF/US Army fiscal-year serial	41-25251	Boeing-Stearman	PT-17	United Kingdom
14776	US	USAF/US Army fiscal-year serial	42-16525	Boeing-Stearman	PT-17	United Kingdom
17374	US	N-number	N56786	Boeing	PT-17	Germany
20116	US	USAF/US Army fiscal-year serial	41-8575	Boeing-Stearman	PT-17	United States
20168	US	N-number	N3716C	Boeing	PT-17	United States
20272	US	N-number	N41EE	Boeing	PT-17	United States
24283	US	USAF/US Army fiscal-year serial	42-16438	Stearman	PT-17	United States
24872	US	USAF/US Army fiscal-year serial	42-16365	Boeing	PT-17	United States
25045	US	N-number	N374RA	Boeing	PT-17	United States
25151	US	N-number	N450UR	Boeing	PT-17	United States
25152	US	USAF/US Army fiscal-year serial	41-8246	Boeing	PT-17	United States
25195	US	N-number	N55361	Boeing	PT-17	United States
25196	US	N-number	N75980	Boeing	PT-17	United States
25414	US	USAF/US Army fiscal-year serial	40-1825	Boeing-Stearman	PT-17	United States
25531	US	N-number	N8NP	Boeing-Stearman	PT-17	United States
26145	US	N-number	N61818	Boeing	PT-17	United States
26552	US	N-number	N50142	Boeing	PT-17	United States
26865	US	N-number	N63502	Boeing-Stearman	PT-17	United States
6502	US	USAF/US Army fiscal-year serial	41-25284	Boeing-Stearman	PT-17A	United States
20700	US	USAF/US Army fiscal-year serial	41-8621	Boeing	PT-17Stearman Kaydet	Canada
18144	FR	F- registration	F-AZST	Boeing	PT-18	France
1063	US	USAF/US Army fiscal-year serial	41-20230	Fairchild	PT-19	United States
6929	US	N-number	N6072C	Fairchild	PT-19	United States
7073	US	N-number	N1941N	Fairchild	PT-19	United States
7155	US	N-number	N49797	Fairchild	PT-19	United States
7497	US	N-number	N464BC	Fairchild	PT-19	United States
8026	US	N-number	N51939	Fairchild	PT-19	United States
8050	US	N-number	N54801	Fairchild	PT-19	United States
12817	CL	CC- registration	CC-DMF	Fairchild	PT-19	Chile
20275	US	N-number	N74621	Fairchild	PT-19	United States
24036	US	N-number	N119EC	Fairchild	PT-19	United States
1858	US	N-number	N641BP	Fairchild	PT-19A	United States
4011	US	USAF/US Army fiscal-year serial	41-14675	Fairchild	PT-19A	United States
6307	US	USAF/US Army fiscal-year serial	42-83239	Fairchild	PT-19A	United States
7165	US	N-number	N38992	Fairchild	PT-19A	United States
7660	US	N-number	N50481	Fairchild	PT-19A	United States
7791	US	N-number	N49942	Fairchild	PT-19A	United States
8442	US	USAF/US Army fiscal-year serial	42-34382	Fairchild	PT-19A	United States
8473	US	USAF/US Army fiscal-year serial	43-31365	Aeronca	PT-19A	United States
12921	US	USAF/US Army fiscal-year serial	43-33769	Fairchild	PT-19A	Chile
20274	US	N-number	N129PT	Fairchild	PT-19A	United States
24046	US	N-number	N57621	Fairchild	PT-19A	United States
24942	US	USAF/US Army fiscal-year serial	42-2802	Fairchild	PT-19A	United States
25542	US	USAF/US Army fiscal-year serial	42-65485	Fairchild	PT-19A	United States
25543	US	USAF/US Army fiscal-year serial	42-83447	Fairchild	PT-19A	United States
25544	US	USAF/US Army fiscal-year serial	44-33689	Fairchild	PT-19A	United States
26862	US	USAF/US Army fiscal-year serial	43-33687	Fairchild	PT-19A	United States
26898	US	N-number	N54901	Fairchild	PT-19A	United States
27006	US	USAF/US Army fiscal-year serial	42-48007	Fairchild	PT-19A	United States
10538	US	N-number	N56268	Fairchild	PT-19B	United States
416	US	USAF/US Army fiscal-year serial	41-20850	Ryan	PT-22	United States
5250	US	USAF/US Army fiscal-year serial	41-15736	Ryan	PT-22	United States
6368	US	USAF/US Army fiscal-year serial	41-20952	Ryan	PT-22	United States
6950	US	N-number	N22AL	Ryan	PT-22	United States
7522	US	US registration (maker is not a UK airframe builder)	N7082	Ryan	PT-22	United States
7663	US	N-number	N46220	Ryan	PT-22	United States
7799	US	N-number	N46741	Ryan	PT-22	United States
8537	US	USAF/US Army fiscal-year serial	41-20995	Ryan	PT-22	United States
10594	US	N-number	N57026	Ryan Aeronautical	PT-22	United States
14433	US	USAF/US Army fiscal-year serial	41-15687	Ryan	PT-22	United Kingdom
24039	US	N-number	N49049	Ryan	PT-22	United States
24937	US	USAF/US Army fiscal-year serial	41-1987	Ryan	PT-22	United States
26351	US	USAF/US Army fiscal-year serial	41-20652	Ryan	PT-22	United States
26864	US	N-number	N57184	Ryan	PT-22	United States
26884	US	USAF/US Army fiscal-year serial	41-1902	Ryan	PT-22	United States
26910	US	USAF/US Army fiscal-year serial	41-15225	Ryan	PT-22	United States
27309	US	N-number	N50880	Ryan	PT-22	United States
25100	US	USAF/US Army fiscal-year serial	42-57492	Ryan	PT-22A	United States
373	US	USAF/US Army fiscal-year serial	42-49354	Fairchild	PT-23	United States
24044	US	N-number	N50024	Fairchild	PT-23	United States
24049	US	N-number	N3925M	Fairchild	PT-23	United States
26352	US	USAF/US Army fiscal-year serial	42-49268	Fairchild	PT-23	United States
7661	US	N-number	N64176	Fairchild	PT-23A	United States
24045	US	N-number	N5427N	Fairchild	PT-23A	United States
6706	US	N-number	N5519N	Fairchild	PT-26	United States
6951	US	N-number	N4732G	Fairchild	PT-26	United States
7214	US	N-number	N58810	Fairchild	PT-26	United States
23166	NO	LN- registration	LN-BIO	Fairchild	PT-26	Norway
24050	US	N-number	N60651	Fairchild	PT-26	United States
26863	GB	RAF two-letter serial	FH950	Fairchild	PT-26	United States
7792	US	N-number	N91095	Fairchild	PT-26A	United States
24566	US	N-number	N1132N	Fairchild	PT-26A	United States
20793	GB	RAF two-letter serial	FV725	Fairchild Aircraft Ltd	PT-26A Cornell II	Canada
24434	US	N-number	N1321V	Fairchild	PT-26B	United States
20677	CA	CF- registration	CF-FLY	Fairchild Aircraft Ltd	PT-26Cornell	Canada
20843	GB	RAF two-letter serial	FV720	Fairchild	PT-26Cornell II	Canada
21034	GB	RAF two-letter serial	FV688	Fairchild	PT-26Cornell II	Canada
21261	GB	RAF two-letter serial	FX192	Fairchild Aircraft Ltd	PT-26Cornell II	Canada
21371	GB	RAF two-letter serial	FV705	Fairchild Aircraft Ltd	PT-26Cornell II	Canada
20716	GB	RAF two-letter serial	FV702	Fairchild	PT-26Cornell Mk II	Canada
23416	NO	LN- registration	LN-BIF	Fairchild	PT-26FA	Denmark
15606	US	USAF/US Army fiscal-year serial	42-15662	Boeing-Stearman	PT-27	United Kingdom
27240	US	N-number	N77AA	Boeing	PT-27	United States
21471	US	USAF/US Army fiscal-year serial	42-15736	Boeing	PT-27Kaydet	Canada
5893	US	N-number	N275N	Lincoln	PT-K	United States
15982	GB	RAF pre-war single-letter serial	J8067	Westland	Pterodactyl Mk Ia	United Kingdom
10498	US	N-number	N895K	Alfaro	PTG-2	United States
7880	US	N-number	N62817	Aero Designs	Pulsar-582	United States
16376	GB	RAF two-letter serial	XW222	Westland	Puma HC.1	United Kingdom
14978	GB	RAF two-letter serial	XW223	Aerospatiale	Puma HC.1	United Kingdom
15525	GB	RAF two-letter serial	XW208	Aerospatiale	Puma HC.1	United Kingdom
15661	GB	RAF two-letter serial	ZA937	Aerospatiale	Puma HC.1	United Kingdom
15931	GB	RAF two-letter serial	XW210	Aerospatiale	Puma HC.1	United Kingdom
16277	GB	RAF two-letter serial	XW202	Aerospatiale	Puma HC.1	United Kingdom
16443	GB	RAF two-letter serial	ZE449	Aerospatiale	Puma HC.1	United Kingdom
16135	GB	RAF two-letter serial	XW209	Aerospatiale	Puma HC.2	United Kingdom
14236	GB	British serial (maker is a UK airframe builder)	N5195	Sopwith	Pup	United Kingdom
14896	GB	British serial (maker is a UK airframe builder)	N6452	Sopwith	Pup	United Kingdom
15835	GB	British serial (maker is a UK airframe builder)	N5182	Sopwith	Pup	United Kingdom
16046	GB	G- registration	G-EBKY	Sopwith	Pup	United Kingdom
20220	US	N-number	N98LM	Sopwith	Pup	United States
22245	GB	RAF pre-war single-letter serial	D4170	Sopwith	Pup	Australia
7780	US	N-number	N41PP	Prescott	Pusher	United States
9722	US	US registration (maker is not a UK airframe builder)	N1496	Pruett	Pusher	United States
5885	US	N-number	N24034	Curtiss	Pusher A-1	United States
24675	US	N-number	N4720G	Thomas	Pusher Model E	United States
15556	AU	VH- registration	VH-UQB	de Havilland	Puss Moth DH.80A	United Kingdom
3084	US	N-number	N183PL	Lockheed	PV-1	United States
22142	AU	RAAF A-series serial	A59-96	Lockheed	PV-1	Australia
22269	AU	VH- registration	VH-SFF	Lockheed	PV-1	Australia
20264	US	N-number	N7265C	Lockheed	PV-2	United States
10424	US	N-number	N83L	Lockheed	PV-2D	United States
24518	US	N-number	N737BS	PZL-Swidnik	PW-5	United States
23764	IS	TF- registration	TF-PZL	PZL	PZL-101A	Iceland
19693	TR	TC- registration	TC-ECL	PZL	PZL-104-35A	Turkey
19854	TR	TC- registration	TC-ECU	PZL	PZL-104-35A	Turkey
17464	DE	DDR- registration	DDR-VPT	PZL-Warszawa	PZL-104Wilga 35A	Germany
17759	DE	D- registration	D-EOXS	PZL-Warszawa	PZL-104Wilga 35A	Germany
18116	PL	SP- registration	SP-EBA	PZL-Okęcie	PZL-104Wilga 35A	Germany
17726	DE	DDR- registration	DDR-TED	PZL-Mielec	PZL-106Kruk	Germany
7152	US	N-number	N14307	Moss	QED	United States
3883	US	N-number	N1387J	Aerosport	Quail	United States
11219	BR	PT- registration	PT-CXQ	Beechcraft	Queen Air	Brazil
13638	IN	VT- registration	VT-DOQ	Beechcraft	Queen Air-65	India
18074	UG	5X- registration	5X-SEM	Beechcraft	Queen Air-80	Germany
14686	GB	RAF two-letter serial	LF789	de Havilland	Queen Bee	United Kingdom
7881	US	N-number	N1176L	Rutan	Quickie	United States
5249	US	N-number	N80EB	Rutan	Quickie	United States
10482	US	N-number	N5588L	Rutan	Quickie	United States
16714	DE	D- registration	D-EEWQ	Rutan	Quickie	Germany
17431	DE	D- registration	D-EGWW	Rutan	Quickie	Germany
21160	CA	C-F/G registration	C-GGLC	Rutan	Quickie	Canada
25109	US	N-number	N175HM	Rutan	Quickie	United States
20653	CA	C-F/G registration	C-GTDJ	Quickie Aircraft	Quickie-1	Canada
20512	CA	C-F/G registration	C-GTDV	Rutan	Quickie Q2	Canada
20900	CA	C-F/G registration	C-GRNI	Rutan	Quickie Q2	Canada
15508	GB	G- registration	G-MJDW	Eipper	Quicksilver MX	United Kingdom
26072	US	N-number	N614K	Travel Air	R	United States
24521	US	N-number	N18134	Ross	R-1	United States
25066	US	N-number	N14215	Rider	R-3	United States
5169	US	USAF/US Army fiscal-year serial	43-46506	Sikorsky	R-4B	United States
9764	US	USAF/US Army fiscal-year serial	43-46592	Sikorsky	R-4B	United States
15765	GB	RAF two-letter serial	KL110	Sikorsky	R-4B	United Kingdom
25052	US	USAF/US Army fiscal-year serial	43-46503	Sikorsky	R-4B	United States
21146	US	USAF/US Army fiscal-year serial	43-46565	Sikorsky	R-4B Hoverfly	Canada
9765	US	USAF/US Army fiscal-year serial	43-46645	Sikorsky	R-5A	United States
24520	US	N-number	N34H	Ross	R-6	United States
5168	US	USAF/US Army fiscal-year serial	43-45379	Sikorsky	R-6A	United States
9795	US	USAF/US Army fiscal-year serial	43-45473	Sikorsky	R-6A	United States
23904	US	N-number	N75610	Sikorsky	R-6A	United States
10471	US	N-number	N34TM	Fisher	R-80	United States
21789	AU	VH- registration	VH-MVB	Victa	R.101	Australia
21991	AU	VH- registration	VH-MVR	Victa	R.2	Australia
5920	US	US registration (maker is not a UK airframe builder)	N9360	Hegy	R.C.H.I.	United States
12924	CL	CC- registration	CC-KSL	Cessna	R182RG	Chile
9089	TH	HS- registration	HS-TZJ	Robinson	R22	Thailand
16381	GB	G- registration	G-RENT	Robinson	R22	United Kingdom
19803	TR	TC- registration	TC-TBM	Robinson	R22	Turkey
22672	NZ	ZK- registration	ZK-IMG	Robinson	R22	New Zealand
21732	AU	VH- registration	VH-NDT	Robinson	R22Alpha	Australia
22155	AU	VH- registration	VH-SBQ	Robinson Helicopter	R22Beta	Australia
22581	NZ	ZK- registration	ZK-HDB	Robinson	R22Beta	New Zealand
15071	GB	G- registration	G-OTED	Robinson	R22HP	United Kingdom
22156	AU	VH- registration	VH-RMN	Robinson Helicopter	R44Raven	Australia
21733	AU	VH- registration	VH-HUS	Robinson	R44Raven I	Australia
22582	NZ	ZK- registration	ZK-HQV	Robinson	R44Raven II	New Zealand
24061	US	N-number	N229GB	Douglas	R4D-6	United States
7437	US	N-number	N151ZE	Douglas	R4D-6S	United States
368	US	USAF/US Army fiscal-year serial	44-9137	Douglas	R5D-4	United States
18913	FR	F- registration	F-PJCN	Adam	RA-14	France
18849	FR	F- registration	F-PEVV	Adam	RA-14	France
18850	FR	F- registration	F-PHZC	Adam	RA-15	France
5246	US	N-number	N7234U	Rotary Air Force	RAF 2000GTX	United States
15070	GB	G- registration	G-CBIT	Rotary Air Force	RAF-2000GTX-SE	United Kingdom
5364	FR	F- registration	F-ZWRE	Dassault	Rafale A	France
9766	US	USAF/US Army fiscal-year serial	95-00001	Boeing Sikorsky	RAH-66	United States
9817	US	USAF/US Army fiscal-year serial	94-0327	Boeing Sikorsky	RAH-66	United States
9833	US	USAF/US Army fiscal-year serial	23-2500	Sikorsky	Raider X	United States
16390	GB	G- registration	G-MBJV	Rotec	Rally-2B	United Kingdom
7867	US	N-number	N83RE	Rotec	Rally 3	United States
20963	CA	CF- registration	CF-ABQ	Curtiss-Reid	Rambler	Canada
10398	US	N-number	N63TH	Hansen	Ranger	United States
7557	US	N-number	N204NA	Rockwell	Ranger 2000	United States
18845	FR	F- registration	F-PYIO	Saint-Germain	Raz Mut	France
7935	US	USAF/US Army fiscal-year serial	44-35596	Douglas	RB-26C	United States
360	US	USAF/US Army fiscal-year serial	51-13730	Convair	RB-36H	United States
8273	US	USAF/US Army fiscal-year serial	48-0017	North American	RB-45C	United States
7570	US	USAF/US Army fiscal-year serial	53-4257	Boeing	RB-47E	United States
10127	US	USAF/US Army fiscal-year serial	53-4296	Boeing	RB-47H	United States
6538	US	USAF/US Army fiscal-year serial	52-1492	Martin	RB-57A	United States
7409	US	USAF/US Army fiscal-year serial	52-1482	Martin	RB-57A	United States
24723	US	USAF/US Army fiscal-year serial	52-1459	Martin	RB-57A	United States
25038	US	USAF/US Army fiscal-year serial	52-1488	Glenn L. Martin	RB-57A	United States
25462	US	USAF/US Army fiscal-year serial	52-1467	Martin	RB-57A	United States
25463	US	USAF/US Army fiscal-year serial	52-1446	Martin	RB-57A	United States
26406	US	USAF/US Army fiscal-year serial	52-1485	Martin	RB-57A	United States
26439	US	USAF/US Army fiscal-year serial	52-1426	Martin	RB-57A	United States
7895	US	USAF/US Army fiscal-year serial	52-1480	Martin	RB-57B	United States
5094	US	USAF/US Army fiscal-year serial	53-3982	Martin	RB-57D	United States
4163	US	USAF/US Army fiscal-year serial	53-0475	Douglas	RB-66B	United States
18182	FR	F- registration	F-PYND	Lisiewicz	RC-01	France
9841	US	USAF/US Army fiscal-year serial	80-23376	Beechcraft	RC-12D	United States
24186	US	USAF/US Army fiscal-year serial	83-24314	Beechcraft	RC-12H	United States
3892	US	USAF/US Army fiscal-year serial	85-0148	Beechcraft	RC-12K	United States
6366	US	N-number	N6481K	Republic	RC-3	United States
6594	US	N-number	N781RD	Republic	RC-3	United States
7974	US	N-number	N6255K	Republic	RC-3	United States
9691	US	N-number	N6537K	Republic	RC-3	United States
10591	US	N-number	N6048K	Republic	RC-3	United States
19482	US	N-number	N6564K	Republic	RC-3	Israel
24083	US	N-number	N6202K	Republic	RC-3	United States
24312	US	N-number	N6461K	Republic	RC-3	United States
25103	US	N-number	N6705K	Republic	RC-3	United States
27275	US	N-number	N66CB	Republic	RC-3	United States
17633	US	N-number	N87493	Republic	RC-3Seabee	Germany
20505	CA	C-F/G registration	C-FJLC	Republic	RC-3Seabee	Canada
20630	CA	CF- registration	CF-DKG	Republic	RC-3Seabee	Canada
21264	CA	C-F/G registration	C-GCEK	Republic	RC-3Seabee	Canada
23711	FI	OH- registration	OH-EGA	Republic	RC-3Seabee	Finland
6345	US	N-number	N711WH	Murphy	Rebel	United States
15397	GB	RAF two-letter serial	FK877	Stinson	Reliant	United Kingdom
7125	US	N-number	N18422	Stinson	Reliant SR-9F	United States
26373	US	N-number	N366WS	Murphy	Renegade Spirit	United States
4432	US	USAF/US Army fiscal-year serial	56-0214	McDonnell	RF-101C	United States
8682	US	USAF/US Army fiscal-year serial	56-0112	McDonnell	RF-101C	United States
8683	US	USAF/US Army fiscal-year serial	56-0130	McDonnell	RF-101C	United States
20154	US	USAF/US Army fiscal-year serial	56-0231	McDonnell	RF-101C	United States
24477	US	USAF/US Army fiscal-year serial	56-0185	McDonnell	RF-101C	United States
24954	US	USAF/US Army fiscal-year serial	56-0229	McDonnell	RF-101C	United States
25924	US	USAF/US Army fiscal-year serial	56-0099	McDonnell	RF-101C	United States
26139	US	USAF/US Army fiscal-year serial	56-0125	McDonnell	RF-101C	United States
26170	US	USAF/US Army fiscal-year serial	56-0228	McDonnell	RF-101C	United States
26252	US	USAF/US Army fiscal-year serial	56-0068	McDonnell	RF-101C	United States
26268	US	USAF/US Army fiscal-year serial	56-0217	McDonnell	RF-101C	United States
26398	US	USAF/US Army fiscal-year serial	56-0048	McDonnell	RF-101C	United States
20098	US	USAF/US Army fiscal-year serial	56-0011	McDonnell	RF-101H	United States
26235	US	USAF/US Army fiscal-year serial	56-0001	McDonnell	RF-101H	United States
22409	AU	RAAF A-series serial	A8-134	General Dynamics	RF-111C	Australia
18777	FR	F- registration	F-BMTS	Fournier	RF-3	France
5252	US	N-number	N116XD	Saab	RF-35XD	United States
156	US	USAF/US Army fiscal-year serial	63-7746	McDonnell Douglas	RF-4C	United States
850	US	USAF/US Army fiscal-year serial	64-1004	McDonnell	RF-4C	United States
6543	US	USAF/US Army fiscal-year serial	66-0469	McDonnell Douglas	RF-4C	United States
6605	US	USAF/US Army fiscal-year serial	69-0350	McDonnell Douglas	RF-4C	United States
7435	US	USAF/US Army fiscal-year serial	67-0444	McDonnell Douglas	RF-4C	United States
7455	US	USAF/US Army fiscal-year serial	68-0570	McDonnell Douglas	RF-4C	United States
7462	US	USAF/US Army fiscal-year serial	64-1000	McDonnell	RF-4C	United States
8240	US	USAF/US Army fiscal-year serial	64-0998	McDonnell	RF-4C	United States
8267	US	USAF/US Army fiscal-year serial	65-0903	McDonnell Douglas	RF-4C	United States
8686	US	USAF/US Army fiscal-year serial	65-0941	McDonnell	RF-4C	United States
8687	US	USAF/US Army fiscal-year serial	66-0384	McDonnell	RF-4C	United States
9637	US	USAF/US Army fiscal-year serial	63-7745	McDonnell	RF-4C	United States
10142	US	USAF/US Army fiscal-year serial	67-0452	McDonnell	RF-4C	United States
10214	US	USAF/US Army fiscal-year serial	69-0372	McDonnell Douglas	RF-4C	United States
25928	US	USAF/US Army fiscal-year serial	63-7748	McDonnell	RF-4C	United States
26046	US	USAF/US Army fiscal-year serial	62-12201	McDonnell	RF-4C	United States
26236	US	USAF/US Army fiscal-year serial	64-1081	McDonnell	RF-4C	United States
26251	US	USAF/US Army fiscal-year serial	67-0438	McDonnell Douglas	RF-4C	United States
26830	US	USAF/US Army fiscal-year serial	64-1061	McDonnell	RF-4C	United States
19664	US	USAF/US Army fiscal-year serial	69-7522	McDonnell Douglas	RF-4E	Turkey
19714	US	USAF/US Army fiscal-year serial	69-7490	McDonnell Douglas	RF-4E	Turkey
19741	US	USAF/US Army fiscal-year serial	69-7465	McDonnell Douglas	RF-4E	Turkey
19794	US	USAF/US Army fiscal-year serial	69-7503	McDonnell Douglas	RF-4E	Turkey
19808	US	USAF/US Army fiscal-year serial	69-7489	McDonnell Douglas	RF-4E	Turkey
19809	US	USAF/US Army fiscal-year serial	69-7530	McDonnell Douglas	RF-4E	Turkey
19814	US	USAF/US Army fiscal-year serial	69-7501	McDonnell Douglas	RF-4E	Turkey
19902	US	USAF/US Army fiscal-year serial	69-7478	McDonnell Douglas	RF-4E	Turkey
20007	US	USAF/US Army fiscal-year serial	69-7448	McDonnell Douglas	RF-4E	Turkey
20040	US	USAF/US Army fiscal-year serial	69-7473	McDonnell Douglas	RF-4E	Turkey
20068	US	USAF/US Army fiscal-year serial	69-7458	McDonnell Douglas	RF-4E	Turkey
5244	US	USAF/US Army fiscal-year serial	51-1944	Republic	RF-84F	United States
7304	US	USAF/US Army fiscal-year serial	51-11293	Republic	RF-84F	United States
7626	US	USAF/US Army fiscal-year serial	53-7604	Republic	RF-84F	United States
8197	US	USAF/US Army fiscal-year serial	53-7560	Republic	RF-84F	United States
8239	US	USAF/US Army fiscal-year serial	51-11259	Republic	RF-84F	United States
8242	US	USAF/US Army fiscal-year serial	51-1929	Republic	RF-84F	United States
8294	US	USAF/US Army fiscal-year serial	52-7251	Republic	RF-84F	United States
9645	US	USAF/US Army fiscal-year serial	52-7409	Republic	RF-84F	United States
19141	US	USAF/US Army fiscal-year serial	53-7577	Republic	RF-84F	France
19674	US	USAF/US Army fiscal-year serial	51-1901	Republic	RF-84F	Turkey
20101	US	USAF/US Army fiscal-year serial	51-11292	Republic	RF-84F	United States
20102	US	USAF/US Army fiscal-year serial	53-7543	Republic	RF-84F	United States
24238	US	USAF/US Army fiscal-year serial	53-7595	Republic	RF-84F	United States
25465	US	USAF/US Army fiscal-year serial	53-7554	Republic	RF-84F	United States
25904	US	USAF/US Army fiscal-year serial	53-7570	Republic	RF-84F	United States
26211	US	USAF/US Army fiscal-year serial	53-7529	Republic	RF-84F	United States
26269	US	USAF/US Army fiscal-year serial	53-7636	Republic	RF-84F	United States
26395	US	USAF/US Army fiscal-year serial	51-1896	Republic	RF-84F	United States
26446	US	USAF/US Army fiscal-year serial	52-7421	Republic	RF-84F	United States
26989	US	USAF/US Army fiscal-year serial	52-7244	Republic	RF-84F	United States
27134	US	USAF/US Army fiscal-year serial	53-7638	Republic	RF-84F	United States
27152	US	USAF/US Army fiscal-year serial	51-1948	Republic	RF-84F	United States
8160	US	USAF/US Army fiscal-year serial	52-7266	Republic	RF-84K	United States
5124	US	USAF/US Army fiscal-year serial	52-4492	North American	RF-86F	United States
26573	US	USAF/US Army fiscal-year serial	62-6421	North American	RF-86F	United States
18784	FR	F- registration	F-PDPZ	Holleville	RH-01	France
10592	US	N-number	N6257T	Schleicher	Rhonbussard	United States
23566	FI	OH- registration	OH-RAA	Schleicher	Rhönbussard	Finland
24522	US	N-number	N79T	Ross-Johnson	RJ-5	United States
14530	IE	EI- registration	EI-RJN	Avro	RJ85	United Kingdom
18792	FR	F- registration	F-PAGT	Leduc	RL-19	France
18892	FR	F- registration	F-WJDT	Leduc	RL-21	France
10444	US	US registration (maker is not a UK airframe builder)	N2545	Breezy	RLU-1	United States
5958	US	N-number	N59Y	Roloff-Unger	RLU-1	United States
7870	US	N-number	N1380E	Roloff-Liposky-Unger	RLU-1	United States
10640	US	N-number	N143Y	Waco	RNF	United States
26147	US	N-number	N11456	Waco	RNF	United States
5287	US	N-number	N6892C	Trautmann	RoadAir	United States
7116	US	N-number	N3277G	Curtiss-Wright	Robin	United States
10522	US	US registration (maker is not a UK airframe builder)	N8332	Curtiss-Wright	Robin	United States
23803	CR	TI- registration	TI-BGZ	Curtiss	Robin	Costa Rica
26362	US	US registration (maker is not a UK airframe builder)	N7912	Curtiss	Robin	United States
5889	US	N-number	N50H	Curtiss-Wright	Robin B-2	United States
6298	US	US registration (maker is not a UK airframe builder)	N9283	Curtiss	Robin C-1	United States
6421	US	N-number	N979K	Curtiss-Robertson	Robin C-1	United States
21206	CA	CF- registration	CF-ALZ	Curtiss-Robertson	Robin C-1	Canada
10523	US	N-number	N511N	Curtiss-Wright	Robin J-1	United States
26117	US	N-number	N41674	Johnson	Rocket-125	United States
16004	GB	G- registration	G-ARSG	Avro	Roe IV	United Kingdom
6172	GB	RAF two-letter serial	HM580	Avro	Rota I	United Kingdom
15740	GB	RAF pre-war single-letter serial	K4232	Avro	Rota I	United Kingdom
16676	DE	D- registration	D-HAGU	Wagner	Rotocar III	Germany
15046	GB	RAF two-letter serial	XE521	Fairey	Rotodyne	United Kingdom
1917	US	N-number	N990RR	Rotary Rocket	Roton ATV	United States
22157	AU	RAAus construction-class registration	10-0281	Seabird Aviation	Rouseabout Mk 3	Australia
24383	US	N-number	N8482U	Schweizer	RP-1	United States
7402	US	USAF/US Army fiscal-year serial	45-57295	Bell	RP-63G	United States
8541	US	N-number	N29375	Waco	RPT	United States
4201	US	USAF/US Army fiscal-year serial	94-3009	General Atomics	RQ-1K	United States
7323	US	USAF/US Army fiscal-year serial	95-3013	General Atomics	RQ-1K	United States
5117	US	USAF/US Army fiscal-year serial	98-2003	Northrop Grumman	RQ-4A	United States
7319	US	USAF/US Army fiscal-year serial	02-2013	Northrop Grumman	RQ-4A	United States
24905	US	USAF/US Army fiscal-year serial	02-2011	Northrop Grumman	RQ-4B	United States
23973	US	N-number	N810TW	Waco	RTO	United States
20206	US	USAF/US Army fiscal-year serial	67-18113	Beechcraft	RU-21A	United States
7695	US	USAF/US Army fiscal-year serial	58-1358	Beechcraft	RU-8D	United States
9842	US	USAF/US Army fiscal-year serial	56-3712	Beechcraft	RU-8D	United States
23963	US	N-number	N1915E	Slingsby	Rumpler C.V	United States
5959	US	N-number	N17RV	Van's Aircraft	RV-3	United States
22536	NZ	ZK- registration	ZK-RVE	Van's Aircraft	RV-3	New Zealand
5960	US	N-number	N14RV	Van's Aircraft	RV-4	United States
22321	AU	VH- registration	VH-NOJ	Van's Aircraft	RV-4	Australia
23767	IS	TF- registration	TF-ART	Van's Aircraft	RV-6	Iceland
24131	US	N-number	N333JA	Van's	RV-6A	United States
10569	US	N-number	N814DP	Van's Aircraft	RV-8	United States
9699	US	US registration (maker is not a UK airframe builder)	N3306	Brothers	RW 152	United States
16881	DE	D- registration	D-EIFF	Rhein-Flugzeugbau	RW 3Multoplan	Germany
17506	DE	D- registration	D-EFTV	Rhein-Flugzeugbau	RW 3Multoplan	Germany
21166	CA	C-F/G registration	C-IGOW	Spectrum	RX-550SB Beaver	Canada
7876	US	N-number	N22RM	Miller	S-1	United States
5938	US	N-number	N442X	Pitts	S-1	United States
5939	US	N-number	N9J	Pitts	S-1	United States
5940	US	N-number	N58J	Pitts	S-1	United States
23220	NO	LN- registration	LN-DAV	Interstate	S-1A	Norway
16385	US	N-number	N80BA	Pitts	S-1A Special	United Kingdom
2008	CA	C-F/G registration	C-FXTT	Pitts	S-1C	United States
5234	US	US registration (maker is not a UK airframe builder)	N6119	Pitts	S-1C	United States
21288	CA	C-F/G registration	C-GRLJ	Pitts	S-1C	Canada
22525	US	N-number	N7BH	Pitts	S-1C	New Zealand
24112	US	N-number	N2AH	Pitts	S-1C	United States
26956	US	N-number	N20P	Pitts	S-1C	United States
15990	GB	G- registration	G-AZPH	Pitts	S-1S	United Kingdom
23751	IS	TF- registration	TF-ABJ	Pitts	S-1S	Iceland
23752	IS	TF- registration	TF-PHG	Pitts	S-1S	Iceland
10552	US	N-number	N40270	Interstate	S-1B-1	United States
5941	US	N-number	N22Q	Pitts	S-2	United States
5274	US	N-number	N3695F	Snow	S-2A	United States
26173	US	N-number	N4982C	Ayres	S-2A	United States
20191	US	N-number	N8114T	Grumman	S-2A	United States
21158	CA	C-F/G registration	C-FAMR	Pitts	S-2A Special	Canada
