id,state,museum,aircraft,aliases_before,aliases_after,description_before,description_after,had_description
7071,Texas,Lone Star Flight Museum,Douglas DC-3-A N25673,c/n 2213 | American Airlines then Trans-Texas then Continental | donated by Continental 2004 | wears Continental livery,c/n 2213,,American Airlines then Trans-Texas then Continental; donated by Continental 2004; wears Continental livery,False
7072,Texas,Lone Star Flight Museum,Fairchild 24-W-41A N66143,c/n W41A240 | UC-61 | privately owned and on loan | Lend-Lease delivery to the RAF cancelled after Pearl Harbor,c/n W41A240 | UC-61,,privately owned and on loan; Lend-Lease delivery to the RAF cancelled after Pearl Harbor,False
7073,Texas,Lone Star Flight Museum,Fairchild PT-19 N1941N,c/n T41-1184 | donated 2015,c/n T41-1184,,donated 2015,False
7074,Texas,Lone Star Flight Museum,General Atomics MQ-1-B 07-3185,79 combat sorties from Jalalabad and 1276 hours | landing mishap May 2009 | later a Big Safari test article | re-marked 00-185 | suspended,,,79 combat sorties from Jalalabad and 1276 hours; landing mishap May 2009; later a Big Safari test article; re-marked 00-185; suspended,False
7089,Texas,Lone Star Flight Museum,Grumman C-1-A 146052,N81193 cancelled 2021 | museum-owned since 1989 but not publicly displayed,,,N81193 cancelled 2021; museum-owned since 1989 but not publicly displayed,False
7075,Texas,Lone Star Flight Museum,Grumman TBM-3E N6447C,BuNo 53575 | built by General Motors Eastern Aircraft | acquired 2017 in a trade for the museum's F6F | painted as George H. W. Bush's Barbara III which was never recovered,BuNo 53575,,built by General Motors Eastern Aircraft; acquired 2017 in a trade for the museum's F6F; painted as George H. W. Bush's Barbara III which was never recovered,False
7076,Texas,Lone Star Flight Museum,Howard Aero Howard 250 N177L,c/n 2178 | a Lockheed Lodestar rebuilt by Dee Howard | one of only four converted to nosewheel and the only flyable example | acquired from Mid America Flight Museum 2021,c/n 2178,,a Lockheed Lodestar rebuilt by Dee Howard; one of only four converted to nosewheel and the only flyable example; acquired from Mid America Flight Museum 2021,False
7077,Texas,Lone Star Flight Museum,Luscombe 8-T8F N478TF,c/n 6691 | on loan,c/n 6691,,on loan,False
7078,Texas,Lone Star Flight Museum,North American B-25-J 44-86734,N333RW | post-war USAF trainer then CIA | flew covert missions during the Bay of Pigs | the museum's founding airframe | repainted 2007 in Doolittle Raider markings though it was not a Raider,N333RW,,post-war USAF trainer then CIA; flew covert missions during the Bay of Pigs; the museum's founding airframe; repainted 2007 in Doolittle Raider markings though it was not a Raider,False
7079,Texas,Lone Star Flight Museum,North American SNJ-5 N566TX,BuNo 85053 | airworthy ride aircraft | wears a 1950s 147th Fighter Group Texas ANG scheme,BuNo 85053,,airworthy ride aircraft; wears a 1950s 147th Fighter Group Texas ANG scheme,False
7081,Texas,Lone Star Flight Museum,Piper J-3-C-65 N5985V,c/n 13640 | museum-owned but absent from the public display list,c/n 13640,,museum-owned but absent from the public display list,False
7080,Texas,Lone Star Flight Museum,Piper L-4,privately owned and on loan | registration not established,,,privately owned and on loan; registration not established,False
7082,Texas,Lone Star Flight Museum,Piper PA-39 N3322G,c/n 39-10 | flown by Marion P. Jayne and Patricia Jayne Keefer to win the 1994 Round-the-World Air Race,c/n 39-10,,flown by Marion P. Jayne and Patricia Jayne Keefer to win the 1994 Round-the-World Air Race,False
7083,Texas,Lone Star Flight Museum,Pitts S-1,amateur-built over 21 years by Terry Barker and John Abitz | privately owned | suspended inverted above the main entrance,,,amateur-built over 21 years by Terry Barker and John Abitz; privately owned; suspended inverted above the main entrance,False
7084,Texas,Lone Star Flight Museum,Sikorsky S-76-A,the 35th production S-76 | Houston Helicopters then PHI | 36244 cycles and 23481 hours | donated by PHI 2018 | registration not established,,,the 35th production S-76; Houston Helicopters then PHI; 36244 cycles and 23481 hours; donated by PHI 2018; registration not established,False
7085,Texas,Lone Star Flight Museum,Vought F4U-5N N43RW,BuNo 121881 | Argentine Navy service then 30 years outdoor display in Argentina | restored by Ezell Aviation | painted as Guy Bordelon's Annie Mo which is a different airframe,BuNo 121881,,Argentine Navy service then 30 years outdoor display in Argentina; restored by Ezell Aviation; painted as Guy Bordelon's Annie Mo which is a different airframe,False
7086,Texas,Lone Star Flight Museum,Vultee BT-13 N441SN,c/n 79-1421 | SNV-2 | entire service career as a station hack at Great Lakes NAS,c/n 79-1421 | SNV-2,,entire service career as a station hack at Great Lakes NAS,False
7460,Texas,Lubbock State Supported Living Center,Lockheed T-33-A 52-9202,T-33A-1-LO | c/n 580-7268 | later civil-registered N36AK | site formerly the Lubbock State School,T-33A-1-LO | c/n 580-7268,,later civil-registered N36AK; site formerly the Lubbock State School,False
7134,Texas,Mid America Flight Museum,Beechcraft D17-S N1180V,s/n 6904 | registration pending at Mount Pleasant so probably a recent arrival,s/n 6904,,registration pending at Mount Pleasant so probably a recent arrival,False
7147,Texas,Mid America Flight Museum,Bell UH-1-H 68-15419,N4439B | registration pending at Mount Pleasant so probably a recent arrival,N4439B,,registration pending at Mount Pleasant so probably a recent arrival,False
7091,Texas,Mid America Flight Museum,Boeing B-17-G 44-85718,N900RW | purchased from the Lone Star Flight Museum in 2020 | airworthy,N900RW,,purchased from the Lone Star Flight Museum in 2020; airworthy,False
7094,Texas,Mid America Flight Museum,Cavalier F-51-D N151MC,a Cavalier rebuild rather than a wartime-build P-51,,,a Cavalier rebuild rather than a wartime-build P-51,False
7135,Texas,Mid America Flight Museum,Evangel 4500-300-II N4501L,s/n 001 | a missionary STOL prototype,s/n 001,,a missionary STOL prototype,False
7114,Texas,Mid America Flight Museum,Fleetwings F401 N16793,s/n 1 | stainless-steel amphibian and likely unique,s/n 1,,stainless-steel amphibian and likely unique,False
7151,Texas,Mid America Flight Museum,ICA-Brasov IS-28-B2 N777FV,c/n 102 | sailplane,c/n 102,,sailplane,False
7152,Texas,Mid America Flight Museum,Moss QED N14307,s/n 1 | a modern replica of the Granville Brothers Gee Bee R-6 QED and not an original airframe,s/n 1,,a modern replica of the Granville Brothers Gee Bee R-6 QED and not an original airframe,False
7137,Texas,Mid America Flight Museum,Piaggio P.136-L1 N6354T,c/n 199 | amphibian,c/n 199,,amphibian,False
7123,Texas,Mid America Flight Museum,Stinson A N15165,c/n 9125 | trimotor,c/n 9125,,trimotor,False
7124,Texas,Mid America Flight Museum,Stinson SM-6000-B N11153,c/n 5021 | trimotor,c/n 5021,,trimotor,False
7111,Texas,Mid America Flight Museum,Stout Bushmaster-2000 N7501V,s/n 1 | the Ford Trimotor successor,s/n 1,,the Ford Trimotor successor,False
7119,Texas,Mid America Flight Museum,Waco 9 N1536,s/n 9 | the oldest airframe in the collection,s/n 9,,the oldest airframe in the collection,False
7159,Texas,Midland Army Air Field Museum,Beechcraft C-45,High Sky Wing operating aircraft | registration not established,,,High Sky Wing operating aircraft; registration not established,False
7155,Texas,Midland Army Air Field Museum,Fairchild PT-19 N49797,High Sky Wing operating aircraft and ride aircraft,,,High Sky Wing operating aircraft and ride aircraft,False
7153,Texas,Midland Army Air Field Museum,Grumman F-14-A 160403,VF-41 Black Aces | scored the first aerial victory in the Gulf of Sidra on 19 August 1981 in the first US Navy air combat since Vietnam and the F-14's first combat engagement | the only surviving aircraft from that action | restored by the Flight Deck Veterans Group and unveiled 2016,VF-41 Black Aces,,scored the first aerial victory in the Gulf of Sidra on 19 August 1981 in the first US Navy air combat since Vietnam and the F-14's first combat engagement; the only surviving aircraft from that action; restored by the Flight Deck Veterans Group and unveiled 2016,False
7156,Texas,Midland Army Air Field Museum,North American SNJ-5 N101X,coded 101 | High Sky Wing ride aircraft,,,coded 101; High Sky Wing ride aircraft,False
7157,Texas,Midland Army Air Field Museum,North American T-28 N70743,High Sky Wing operating aircraft,,,High Sky Wing operating aircraft,False
7154,Texas,Midland Army Air Field Museum,Republic F-105-D 59-1739,transferred from the former American Airpower Heritage Museum location,,,transferred from the former American Airpower Heritage Museum location,False
7160,Texas,Midland Army Air Field Museum,Ryan L-17,High Sky Wing operating aircraft | registration not established,,,High Sky Wing operating aircraft; registration not established,False
7158,Texas,Midland Army Air Field Museum,Stinson L-5 N961JW,High Sky Wing operating aircraft,,,High Sky Wing operating aircraft,False
7364,Texas,NAS Corpus Christi,Douglas A-4 158087,the only airframe confirmed on base | claims of a PBY and TBM here are a conflation with the USS Lexington museum across the bay,,,the only airframe confirmed on base; claims of a PBY and TBM here are a conflation with the USS Lexington museum across the bay,False
7365,Texas,NAS Fort Worth JRB,Grumman F-14-A 158999,confirmed on the F-14 Association on-display list,,,confirmed on the F-14 Association on-display list,False
7366,Texas,NAS Fort Worth JRB,North American F-86 53-1030,corroboration is thin so treat the serial as moderate confidence,,,corroboration is thin so treat the serial as moderate confidence,False
7367,Texas,NAS Kingsville,Douglas A-4-C 154338,a static display group is visible on satellite imagery but no published inventory exists,,,a static display group is visible on satellite imagery but no published inventory exists,False
7368,Texas,National Mounted Warrior Museum,Bell UH-1,indoor centrepiece of the Vietnam diorama | serial not established | the museum opened 19 September 2024 and absorbed the 1st Cavalry Division and 3rd Cavalry Regiment museums,,,indoor centrepiece of the Vietnam diorama; serial not established; the museum opened 19 September 2024 and absorbed the 1st Cavalry Division and 3rd Cavalry Regiment museums,False
7163,Texas,National Vietnam War Museum,Bell UH-1,second Contemplation Garden airframe | rotor blades carry dedication plaques | serial not established,,,second Contemplation Garden airframe; rotor blades carry dedication plaques; serial not established,False
7161,Texas,National Vietnam War Museum,Bell UH-1-H 73-21707,pole-mounted about 20 ft up in the Contemplation Garden | displayed in the markings of 67-19512 for the 281st Assault Helicopter Company | restoration dedicated to SSG John Alan Ware,,,pole-mounted about 20 ft up in the Contemplation Garden; displayed in the markings of 67-19512 for the 281st Assault Helicopter Company; restoration dedicated to SSG John Alan Ware,False
7162,Texas,National Vietnam War Museum,Hiller OH-23,indoor centrepiece of the History of Fort Wolters exhibit | serial not established,,,indoor centrepiece of the History of Fort Wolters exhibit; serial not established,False
7166,Texas,National WASP WWII Museum,Boeing-Stearman PT-18,one of only 150 PT-18s built | served at No. 1 British Flying Training School at Terrell from June 1941 | displayed as a PT-17 | registration not established,,,one of only 150 PT-18s built; served at No. 1 British Flying Training School at Terrell from June 1941; displayed as a PT-17; registration not established,False
7168,Texas,National WASP WWII Museum,Cessna UC-78,one of only about five airworthy UC-78s worldwide | up to 40 operated at Avenger Field in summer 1943 | registration not established,,,one of only about five airworthy UC-78s worldwide; up to 40 operated at Avenger Field in summer 1943; registration not established,False
7165,Texas,National WASP WWII Museum,Fairchild PT-19-A N38992,msn 9014AE | registered to Johnson Bros Aviation of Sweetwater so it is on loan rather than museum-owned,msn 9014AE,,registered to Johnson Bros Aviation of Sweetwater so it is on loan rather than museum-owned,False
7167,Texas,National WASP WWII Museum,North American AT-6-D 41-34166,built at Grand Prairie Texas and served at Luke Field Arizona | acquired via Courtesy Aircraft of Rockford Illinois | registration not established,,,built at Grand Prairie Texas and served at Luke Field Arizona; acquired via Courtesy Aircraft of Rockford Illinois; registration not established,False
7164,Texas,National WASP WWII Museum,Vultee BT-13-A N60795,msn 10514 | ex-Malden Army Airfield Missouri | restored by the American Aviation Heritage Foundation and donated in memory of WASP Betty Strohfus 44-W-1 | museum-owned and airworthy,msn 10514,,ex-Malden Army Airfield Missouri; restored by the American Aviation Heritage Foundation and donated in memory of WASP Betty Strohfus 44-W-1; museum-owned and airworthy,False
7449,Texas,Newman Park,Bell UH-1-H 65-10014,c/n 5058 | placed on display October 1996,c/n 5058,,placed on display October 1996,False
7450,Texas,Newman Park,Lockheed T-33-A 51-4380,NMUSAF loan to the City of Sweetwater,,,NMUSAF loan to the City of Sweetwater,False
7448,Texas,Permian Basin Vietnam Veterans Memorial,Bell UH-1-H 73-21676,c/n 13364 | memorial dedicated 12 November 1994,c/n 13364,,memorial dedicated 12 November 1994,False
7170,Texas,Perrin AFB Historical Museum,Cessna T-37-B 59-0361,marked EN | acquired 2005,marked EN,,acquired 2005,False
7169,Texas,Perrin AFB Historical Museum,North American F-86-L 51-6144,marked FU-144 | pylon-mounted outdoor display | acquired 2007,marked FU-144,,pylon-mounted outdoor display; acquired 2007,False
7175,Texas,Pioneer Flight Museum,Aeronautical Syndicate Valkyrie,replica | canard pusher | static only and not airworthy,,,replica; canard pusher; static only and not airworthy,False
7174,Texas,Pioneer Flight Museum,Bleriot XI,replica per the museum's own page | flyable,,,replica per the museum's own page; flyable,False
7176,Texas,Pioneer Flight Museum,Breese Penguin,replica airframe with an original Lawrance Model A engine | a non-flying ground taxi trainer by design,,,replica airframe with an original Lawrance Model A engine; a non-flying ground taxi trainer by design,False
7172,Texas,Pioneer Flight Museum,Curtiss JN-4-Can,original Canadian-built airframe restored several times | registration not established,,,original Canadian-built airframe restored several times; registration not established,False
7180,Texas,Pioneer Flight Museum,Dormoy Bathtub N14HD,msn 143 | a reproduction of the 1924 design | flying,msn 143,,a reproduction of the 1924 design; flying,False
7179,Texas,Pioneer Flight Museum,Fokker D.VII,status unstated by the museum | Wikipedia calls it a replica,,,status unstated by the museum; Wikipedia calls it a replica,False
7178,Texas,Pioneer Flight Museum,Fokker Dr.I,almost certainly a reproduction since no original survives worldwide | flyable,,,almost certainly a reproduction since no original survives worldwide; flyable,False
7177,Texas,Pioneer Flight Museum,Great Lakes 2T-1 NC318Y,msn 6829-D-367 | a Wilcox-built replica displayed as a 1930 type,msn 6829-D-367,,a Wilcox-built replica displayed as a 1930 type,False
7182,Texas,Pioneer Flight Museum,Meyers OTW-160 N34310,msn 53 | likely original | flying,msn 53,,likely original; flying,False
7181,Texas,Pioneer Flight Museum,Rearwin 7000 NC15896,msn 477 | likely original | flying,msn 477,,likely original; flying,False
7171,Texas,Pioneer Flight Museum,Thomas-Morse S-4-C,original airframe | flies on a Curtiss licence-built Le Rhone copy | registration not established,,,original airframe; flies on a Curtiss licence-built Le Rhone copy; registration not established,False
7173,Texas,Pioneer Flight Museum,Waco 10-GXE NC4534,msn 1381 | original airframe | airworthy and flew the Fall Fly-In November 2025,msn 1381,,original airframe; airworthy and flew the Fall Fly-In November 2025,False
7452,Texas,Rusk County Airport,Lockheed T-33-A 51-6656,T-33A-1-LO | c/n 580-5988 | delivered to Air Defense Command May 1951 | Iceland 1951-1968 then Pennsylvania ANG | restored 1992-1996 | displayed as the Gateway Guardian,T-33A-1-LO | c/n 580-5988,,delivered to Air Defense Command May 1951; Iceland 1951-1968 then Pennsylvania ANG; restored 1992-1996; displayed as the Gateway Guardian,False
7462,Texas,Rusty Allen Airport,McDonnell RF-4-C 64-1000,RF-4C-20-MC | c/n 665 | served with the 10th TRW at RAF Alconbury | converted to GRF-4C | ex-Bergstrom AFB gate guard | NMUSAF loan,RF-4C-20-MC | c/n 665,,served with the 10th TRW at RAF Alconbury; converted to GRF-4C; ex-Bergstrom AFB gate guard; NMUSAF loan,False
7461,Texas,San Angelo Central High School,Lockheed T-33-A 58-0542,T-33A-5-LO | c/n 580-1591 | sold 1972 to Texas State Technical Institute and registered N10265,T-33A-5-LO | c/n 580-1591,,sold 1972 to Texas State Technical Institute and registered N10265,False
7371,Texas,Sheppard AFB Air Park,Boeing B-52-G 58-0200,c/n 464268 | GB-52G ground-instructional origin | displayed in the training centre area,c/n 464268,,GB-52G ground-instructional origin; displayed in the training centre area,False
7379,Texas,Sheppard AFB Air Park,Cessna A-37-A 62-5950,GYA-37A | built as a T-37B and converted under the A-37 prototype programme,GYA-37A,,built as a T-37B and converted under the A-37 prototype programme,False
7369,Texas,Sheppard AFB Air Park,Cessna T-37-B 56-3520,c/n 40092 | pylon-mounted north gate guard,c/n 40092,,pylon-mounted north gate guard,False
7372,Texas,Sheppard AFB Air Park,Convair F-102-A 57-0826,F-102A-90-CO single-seat not a TF-102A as often listed | pylon-mounted,,,F-102A-90-CO single-seat not a TF-102A as often listed; pylon-mounted,False
7374,Texas,Sheppard AFB Air Park,Convair T-29-A 49-1934,GT-29A | the Flying Classroom,GT-29A,,the Flying Classroom,False
7377,Texas,Sheppard AFB Air Park,General Dynamics F-111-A 63-9773,GF-111A | on concrete pylons | code CC,GF-111A,,on concrete pylons; code CC,False
7382,Texas,Sheppard AFB Air Park,Lockheed F-104-C 56-0912,c/n 183-1200 | pole-mounted gate guard | wears the compressed marking 60912 | removed repainted and remounted in late 2020,c/n 183-1200,,pole-mounted gate guard; wears the compressed marking 60912; removed repainted and remounted in late 2020,False
7381,Texas,Sheppard AFB Air Park,McDonnell Douglas F-15-B 77-0154,GF-15B-18-MC | c/n 0339/B045 | a two-seat B model often miscatalogued as an F-15A,GF-15B-18-MC | c/n 0339/B045,,a two-seat B model often miscatalogued as an F-15A,False
7373,Texas,Sheppard AFB Air Park,McDonnell F-101-C 56-0009,RF-101C carried as GF-101C | often miscatalogued as an F-101B which is impossible for this serial block,,,RF-101C carried as GF-101C; often miscatalogued as an F-101B which is impossible for this serial block,False
7376,Texas,Sheppard AFB Air Park,North American F-100-D 54-2151,GF-100D-5-NA | c/n 223-31 | the last airframe in its production block,GF-100D-5-NA | c/n 223-31,,the last airframe in its production block,False
7378,Texas,Sheppard AFB Air Park,Northrop T-38-A 61-0858,c/n N.5224 | pylon-mounted | wears Republic of China Air Force markings which are not its service history,c/n N.5224,,pylon-mounted; wears Republic of China Air Force markings which are not its service history,False
7370,Texas,Sheppard AFB Air Park,Northrop T-38-A 63-8125,c/n N.5472 | pylon-mounted north gate guard | code EN,c/n N.5472,,pylon-mounted north gate guard; code EN,False
7375,Texas,Sheppard AFB Air Park,Republic F-105-D 61-0175,F-105D-25-RE | c/n D370 | the best-attested airframe on the site,F-105D-25-RE | c/n D370,,the best-attested airframe on the site,False
7191,Texas,Silent Wings Museum,Aeronca L-3-D,marked 236639 which is a marking read off the airframe rather than a confirmed serial,,,marked 236639 which is a marking read off the airframe rather than a confirmed serial,False
7185,Texas,Silent Wings Museum,Airspeed AS.58,replica under construction as a living exhibit,,,replica under construction as a living exhibit,False
7190,Texas,Silent Wings Museum,Coffman Glider,registration not established,,,registration not established,False
7192,Texas,Silent Wings Museum,Douglas C-47-J,SC-47J | outdoor gate guard in front of the museum | marked 17278 which is a marking not a confirmed serial,SC-47J,,outdoor gate guard in front of the museum; marked 17278 which is a marking not a confirmed serial,False
7186,Texas,Silent Wings Museum,Laister-Kauffman TG-4-A N58178,training glider | coded 78,,,training glider; coded 78,False
7189,Texas,Silent Wings Museum,Pratt-Read TG-32,training glider | registration not established,,,training glider; registration not established,False
7187,Texas,Silent Wings Museum,Schweizer TG-2 N47902,training glider,,,training glider,False
7188,Texas,Silent Wings Museum,Schweizer TG-3-A N64307,training glider,,,training glider,False
7184,Texas,Silent Wings Museum,Waco CG-4-A,front fuselage and nose section only | serial not established,,,front fuselage and nose section only; serial not established,False
7183,Texas,Silent Wings Museum,Waco CG-4-A 45-15691,assault glider | restored indoor centrepiece,,,assault glider; restored indoor centrepiece,False
7219,Texas,Texas Air Museum Caprock Chapter,Beechcraft UC-45-J N3483,c/n 039219 | being converted to static display,c/n 039219,,being converted to static display,False
7221,Texas,Texas Air Museum Caprock Chapter,Boeing-Stearman PT-13 N50685,c/n 75-3845 | museum-owned,c/n 75-3845,,museum-owned,False
7217,Texas,Texas Air Museum Caprock Chapter,Fairchild M62C N1129Z,c/n 6 | second Ki-51 Sonia replica conversion | museum-owned,c/n 6,,second Ki-51 Sonia replica conversion; museum-owned,False
7216,Texas,Texas Air Museum Caprock Chapter,Fairchild M62C N1131Z,c/n 9 | a Fairchild-Funk crop duster converted to represent a Mitsubishi Ki-51 Sonia | a replica conversion not an original Japanese airframe | museum-owned,c/n 9,,a Fairchild-Funk crop duster converted to represent a Mitsubishi Ki-51 Sonia; a replica conversion not an original Japanese airframe; museum-owned,False
7214,Texas,Texas Air Museum Caprock Chapter,Fairchild PT-26 N58810,FT825 | ex-RCAF | museum-owned | out of service about a year for fabric re-cover,FT825,,ex-RCAF; museum-owned; out of service about a year for fabric re-cover,False
7211,Texas,Texas Air Museum Caprock Chapter,Grumman F-14-A 160391,c/n 247 | last unit VF-101 | struck November 1999 | NNAM loan,c/n 247,,last unit VF-101; struck November 1999; NNAM loan,False
7204,Texas,Texas Air Museum Caprock Chapter,Grumman F9F-8 131063,c/n 1C | ex-Pate Museum of Transportation | NNAM loan | stripped to bare metal,c/n 1C,,ex-Pate Museum of Transportation; NNAM loan; stripped to bare metal,False
7208,Texas,Texas Air Museum Caprock Chapter,Grumman OV-1-B N512NA,c/n 39B | NASA 518 | the only OV-1 ever painted in NASA colours | flown by NASA Dryden for airspeed and stall-warning research | demilitarised,c/n 39B | NASA 518,,the only OV-1 ever painted in NASA colours; flown by NASA Dryden for airspeed and stall-warning research; demilitarised,False
7203,Texas,Texas Air Museum Caprock Chapter,Lockheed T-33-A 53-5219,c/n 580-8558 | N1040Z | ex-N1040Z,c/n 580-8558 | N1040Z,,ex-N1040Z,False
7209,Texas,Texas Air Museum Caprock Chapter,McDonnell Douglas F-4-S 157293,built as an F-4J | presumed NNAM loan,,,built as an F-4J; presumed NNAM loan,False
7212,Texas,Texas Air Museum Caprock Chapter,McDonnell Douglas F/A-18-A 162473,c/n 331 | NNAM loan,c/n 331,,NNAM loan,False
7205,Texas,Texas Air Museum Caprock Chapter,McDonnell F-101-B 59-0429,c/n 753 | ex-136th FIS New York ANG at Niagara Falls,c/n 753,,ex-136th FIS New York ANG at Niagara Falls,False
7207,Texas,Texas Air Museum Caprock Chapter,North American Rockwell T-2-C 158599,NNAM loan,,,NNAM loan,False
7222,Texas,Texas Air Museum Caprock Chapter,Piper J-3-C-65 N88012,c/n 15629 | museum-owned,c/n 15629,,museum-owned,False
7206,Texas,Texas Air Museum Caprock Chapter,Republic F-105-D 61-0093,c/n D288 | 49th TFW then 388th and 355th TFW then Kansas and DC ANG | visible Vietnam battle-damage patches | Aerial Visuals also lists 61-0993 which is a transposition duplicate,c/n D288,,49th TFW then 388th and 355th TFW then Kansas and DC ANG; visible Vietnam battle-damage patches; Aerial Visuals also lists 61-0993 which is a transposition duplicate,False
7218,Texas,Texas Air Museum Caprock Chapter,Stinson 10A N31541,c/n 7790 | donated | first post-restoration flight September 2024,c/n 7790,,donated; first post-restoration flight September 2024,False
7220,Texas,Texas Air Museum Caprock Chapter,Stinson L-5 N48083,military 42-98801 | museum-owned,,,military 42-98801; museum-owned,False
7213,Texas,Texas Air Museum Caprock Chapter,Stinson V-77 N88026,s/n 77-411 | RAF FB684 | AT-19B | served the Fleet Air Arm at Piarco Trinidad on photo-recon and sub-chasing | museum-owned and flying,s/n 77-411 | RAF FB684 | AT-19B,,served the Fleet Air Arm at Piarco Trinidad on photo-recon and sub-chasing; museum-owned and flying,False
7215,Texas,Texas Air Museum Caprock Chapter,Taylorcraft L-2-M N47344,c/n 5362 | military 43-26050 | served at Lubbock Army Airfield | restored 2005 into its delivery scheme | museum-owned,c/n 5362,,military 43-26050; served at Lubbock Army Airfield; restored 2005 into its delivery scheme; museum-owned,False
7210,Texas,Texas Air Museum Caprock Chapter,Vought A-7-B 154431,NNAM loan,,,NNAM loan,False
7231,Texas,Texas Air Museum Stinson Chapter,Avro Mk IV,replica of the A.V. Roe design,,,replica of the A.V. Roe design,False
7227,Texas,Texas Air Museum Stinson Chapter,Bleriot XI,full-scale replica fitted with an original 1909 Detroit Aero engine owned by Katherine Stinson | the engine is the genuine artifact not the airframe,,,full-scale replica fitted with an original 1909 Detroit Aero engine owned by Katherine Stinson; the engine is the genuine artifact not the airframe,False
7230,Texas,Texas Air Museum Stinson Chapter,Boeing P-26,replica,,,replica,False
7239,Texas,Texas Air Museum Stinson Chapter,Cessna AT-17 42-58380,N45358 | c/n 3871 | Bamboo Bomber | restoration project acquired October 2023,N45358 | c/n 3871 | Bamboo Bomber,,restoration project acquired October 2023,False
7228,Texas,Texas Air Museum Stinson Chapter,Curtiss Model D,replica,,,replica,False
7229,Texas,Texas Air Museum Stinson Chapter,Curtiss Pusher,replica | also called the Christofferson Pusher,,,replica; also called the Christofferson Pusher,False
7244,Texas,Texas Air Museum Stinson Chapter,Dyke Delta-JD-2,homebuilt | donated from Payson Arizona | registration not established,,,homebuilt; donated from Payson Arizona; registration not established,False
7241,Texas,Texas Air Museum Stinson Chapter,Eichman Aerobat-I-A NX17638,c/n 1 | built by Ellis Eichman of Brownsville | Aerial Visuals lists an Aerobat B c/n 101 N64638 which may be a second airframe,c/n 1,,built by Ellis Eichman of Brownsville; Aerial Visuals lists an Aerobat B c/n 101 N64638 which may be a second airframe,False
7238,Texas,Texas Air Museum Stinson Chapter,Fairchild Swearingen SA227 N566UP,FAA c/n AT-566 | acquired October 2023,,,FAA c/n AT-566; acquired October 2023,False
7232,Texas,Texas Air Museum Stinson Chapter,Fieseler Fi 103,replica of the Reichenberg piloted version,,,replica of the Reichenberg piloted version,False
7235,Texas,Texas Air Museum Stinson Chapter,Funk B-85C N77712,c/n 342 | museum-owned,c/n 342,,museum-owned,False
7245,Texas,Texas Air Museum Stinson Chapter,Masoncraft Homebuilt,single-seat homebuilt with a 750cc Kawasaki engine | registration not established,,,single-seat homebuilt with a 750cc Kawasaki engine; registration not established,False
7225,Texas,Texas Air Museum Stinson Chapter,McDonnell F-101-B 59-0421,c/n 745 | ex-136th FIS New York ANG | preserved at Kelly AFB before Stinson,c/n 745,,ex-136th FIS New York ANG; preserved at Kelly AFB before Stinson,False
7224,Texas,Texas Air Museum Stinson Chapter,McDonnell F-4-C 63-7415,c/n 342 | one of the first two production F-4Cs accepted by Tactical Air Command in November 1963 | ex-Hawaii ANG 199th FIS | towed from Kelly to Stinson in 2001,c/n 342,,one of the first two production F-4Cs accepted by Tactical Air Command in November 1963; ex-Hawaii ANG 199th FIS; towed from Kelly to Stinson in 2001,False
7223,Texas,Texas Air Museum Stinson Chapter,Northrop F-89-B 49-2434,the oldest surviving F-89 and the first airframe converted to B standard | seen in pieces in 2011 so treat as incomplete,,,the oldest surviving F-89 and the first airframe converted to B standard; seen in pieces in 2011 so treat as incomplete,False
7237,Texas,Texas Air Museum Stinson Chapter,Pietenpol Air Camper N36RN,c/n RN1 | five-cylinder Lambert radial | FAA gives 1979,c/n RN1,,five-cylinder Lambert radial; FAA gives 1979,False
7234,Texas,Texas Air Museum Stinson Chapter,Piper J-3-C-65 N32851,c/n 5660 | museum-owned,c/n 5660,,museum-owned,False
7242,Texas,Texas Air Museum Stinson Chapter,Piper PA-22 N4782A,s/n 22-3933 | an incomplete static display and training aid from St Philip's College,s/n 22-3933,,an incomplete static display and training aid from St Philip's College,False
7243,Texas,Texas Air Museum Stinson Chapter,Sawyer Skyjacker N32765,s/n 002 | built by Ralph V. Sawyer,s/n 002,,built by Ralph V. Sawyer,False
7226,Texas,Texas Air Museum Stinson Chapter,Sikorsky H-34 145728,c/n 58-0896 | HUS-1A later UH-34E | orange NASA Project Mercury capsule-recovery scheme,c/n 58-0896,,HUS-1A later UH-34E; orange NASA Project Mercury capsule-recovery scheme,False
7240,Texas,Texas Air Museum Stinson Chapter,Spinks Akromaster N31SA,c/n S-1 | registration cancelled 2013 and since reissued to a Cessna 208B,c/n S-1,,registration cancelled 2013 and since reissued to a Cessna 208B,False
7236,Texas,Texas Air Museum Stinson Chapter,Stolp SA-500 N808JR,c/n 84 | museum-owned,c/n 84,,museum-owned,False
7233,Texas,Texas Air Museum Stinson Chapter,Waco 10-GXE N7970,c/n 1801 | rare Curtiss OXX-6 V8 | museum-owned,c/n 1801,,rare Curtiss OXX-6 V8; museum-owned,False
7201,Texas,Texas Air and Space Museum,Beechcraft T-34-B,held offsite per the museum,,,held offsite per the museum,False
7196,Texas,Texas Air and Space Museum,Bell OH-13-S 63-9085,N9263Z reported | associated with M*A*S*H,,,N9263Z reported; associated with M*A*S*H,False
